Ontology ID	parent class	label	Equivalence axiom	Subclass axiom	definition	definition source	created	term editor	English syn.	British english syn.	Italian syn.	French syn.	german syn.	spanish syn.	portuguese syn.	see also	curation status	comment	image	Curation notes							
http://purl.obolibrary.org/obo/FOODON_03414552	oyster mushroom (genus)	golden oyster mushroom	(fruitbody and 'derives from' some 'Pleurotus citrinopileatus')		A fruitbody of a Pleurotus citrinopileatus fungus.	https://en.wikipedia.org/wiki/Pleurotus_citrinopileatus			pleurotus citrinopileatus 																		
http://purl.obolibrary.org/obo/FOODON_03414177	oyster mushroom (genus)	Lentinus sajor-caju (fruitbody)	(fruitbody and 'derives from' some 'Lentinus sajor-caju')		A fruitbody of a Pleurotus sajor-caju fungus.	https://en.wikipedia.org/wiki/Lentinus_sajor-caju			pleurotus sajor-caju																		
http://purl.obolibrary.org/obo/FOODON_03413743	oyster mushroom (genus)	king oyster mushroom	(fruitbody and 'derives from' some 'Pleurotus eryngii')		A fruitbody of a Pleurotus eryngii  fungus.	https://en.wikipedia.org/wiki/Pleurotus_eryngii			king trumpet mushroom | French horn mushroom | king brown mushroom | boletus of the steppes | trumpet royale | pleurotus eryngii																		
http://purl.obolibrary.org/obo/FOODON_03413796	oyster mushroom (genus)	pearl oyster mushroom	(fruitbody and 'derives from' some 'Pleurotus ostreatus')		A fruitbody of a Pleurotus ostreatus fungus.	https://en.wikipedia.org/wiki/Pleurotus_ostreatus			 oyster mushroom | oyster fungus																		
http://purl.obolibrary.org/obo/FOODON_03414553	oyster mushroom (genus)	pink oyster mushroom	(fruitbody and 'derives from' some 'Pleurotus djamor')		A fruitbody of a Pleurotus djamor fungus.	https://en.wikipedia.org/wiki/Pleurotus_djamor			pleurotus djamor																		
http://purl.obolibrary.org/obo/FOODON_03414172	oyster mushroom (genus)	white oyster mushroom	(fruitbody and 'derives from' some 'Pleurotus floridanus')		A fruitbody of a Pleurotus floridanus   fungus.	https://www.langual.org/langual_thesaurus.asp?termid=B4172&haschildren=False&owner=B1632&openstr=B4553_B1632_B1467_B2035_B1261_B1215_B1564_00000			pleurotus floridanus 																		
http://purl.obolibrary.org/obo/FOODON_03414550	mushroom (fruitbody)	parasol mushroom	(fruitbody and 'derives from' some 'Macrolepiota procera')		A fruitbody of a Macrolepiota procera  fungus.	https://en.wikipedia.org/wiki/Macrolepiota_procera			macrolepiota procera 																		
http://purl.obolibrary.org/obo/FOODON_03412361	mushroom (fruitbody)	reishi mushroom	(fruitbody and 'derives from' some 'Ganoderma lingzhi')		A fruitbody of a Ganoderma lingzhi fungus.	https://en.wikipedia.org/wiki/Lingzhi_(mushroom)			ganoderma lucidum | lacquered bracket | lingzhi mushroom 																		
http://purl.obolibrary.org/obo/FOODON_03414179	mushroom (fruitbody)	rooting shank	(fruitbody and 'derives from' some 'Hymenopellis radicata')		A fruitbody of a Hymenopellis radicata  fungus.	https://en.wikipedia.org/wiki/Xerula_radicata			xerula radicata | deep root mushroom | tsuetake																		
http://purl.obolibrary.org/obo/FOODON_03414944	mushroom (fruitbody)	scotch bonnet 	(fruitbody and 'derives from' some 'Marasmius oreades')		A fruitbody of a Marasmius oreades fungus.	https://en.wikipedia.org/wiki/Marasmius_oreades			marasmius oreades | fairy ring champignon																		
http://purl.obolibrary.org/obo/FOODON_03414181	mushroom (fruitbody)	shaggy inc cap	(fruitbody and 'derives from' some 'Coprinus comatus')		A fruitbody of a Coprinus comatus fungus.	https://en.wikipedia.org/wiki/Coprinus_comatus			coprinus comatus | shaggy ink cap | lawyer's wig | shaggy mane  | sasakurehitoyotake 																		
http://purl.obolibrary.org/obo/FOODON_03411635	mushroom (fruitbody)	shiitake mushroom	(fruitbody and 'derives from' some 'Lentinula edodes')		A fruitbody of a Lentinula edodes fungus.	https://en.wikipedia.org/wiki/Shiitake			lentinula edodes |  lentinus edodes | shii-take | black forest mushroom | black mushroom |forest mushroom																		
http://purl.obolibrary.org/obo/FOODON_03414176	mushroom (fruitbody)	shimeji mushroom			A group of edible mushrooms native to East Asia, but also found in northern Europe. The term shimeji is a general term of mushrooms of small to medium size.	https://en.wikipedia.org/wiki/Shimeji			bunapi-shimeji | bunashimeji | buna-shimeji | daikokushimeji | honshimeji | hon-shimeji | hypsizygus marmoreus | hypsizygus tesselatus | lyophyllaceae | lyophyllus shimeji | senbonshimeji																		
http://purl.obolibrary.org/obo/FOODON_03413744	shimeji mushroom	brown beech mushroom	(fruitbody and 'derives from' some 'Hypsizygus tessulatus')		A fruitbody of a Hypsizygus tessulatus fungus.	https://en.wikipedia.org/wiki/Hypsizygus_tessellatus			beech mushroom | brown beech | brown clamshell mushrooms | brown shimeji | bunashimeji | buna-shimeji | hypsizygus tessulatus																		
http://purl.obolibrary.org/obo/FOODON_03414185	shimeji mushroom	elm oyster	(fruitbody and 'derives from' some 'Hypsizygus ulmarius')		A fruitbody of a Hypsizygus ulmarius  fungus.	https://en.wikipedia.org/wiki/Hypsizygus			hypsizygus ulmarius | elm leech | shirotamogidake 																		
http://purl.obolibrary.org/obo/FOODON_03414534	shimeji mushroom	hon-shimeji	(fruitbody and 'derives from' some 'Lyophyllum shimeji')		A fruitbody of a Lyophyllum shimeji fungus.	https://en.wikipedia.org/wiki/Shimeji			 lyophyllum shimeji | honshimeji																		
http://purl.obolibrary.org/obo/FOODON_03414533	shimeji mushroom	white beech mushroom 	(fruitbody and 'has quality' some 'white' and  'derives from' some 'Hypsizygus tessulatus')		A white variety of a Hypsizygus tessulatus fungus.	https://www.uniprot.org/proteomes/UP000076154			hypsizygus tessulatus | bunapishimeji | bunapi-shimeji | white beech | white clamshell mushroom | white shimeji 																		
http://purl.obolibrary.org/obo/FOODON_03414170	mushroom (fruitbody)	snow fungus	(fruitbody and 'derives from' some 'Tremella fuciformis')		A fruitbody of a Tremella fuciformis fungus.	https://en.wikipedia.org/wiki/Tremella_fuciformis			tremella fuciformis | snow ear | silver ear fungus | silver ear | white jelly | white jelly mushroom																		
http://purl.obolibrary.org/obo/FOODON_03414171	mushroom (fruitbody)	south polar fungus	(fruitbody and 'derives from' some 'Agrocybe cylindracea')		A fruitbody of an Agrocybe cylindracea fungus.	https://en.wikipedia.org/wiki/Cyclocybe_aegerita			agrocybe cylindracea 																		
http://purl.obolibrary.org/obo/FOODON_03414555	mushroom (fruitbody)	spicy knight mushroom	(fruitbody and 'derives from' some 'Tricholoma matsutake')		A fruitbody of a Tricholoma matsutake fungus.	https://en.wikipedia.org/wiki/Matsutake			tricholoma matsutake |tricholoma nauseosum | matsutake | matsu-take | pine mushroom 																		
http://purl.obolibrary.org/obo/FOODON_03414175	mushroom (fruitbody)	spring mushroom	"(fruitbody and 'derives from' some '	Agaricus bitorquis')"		A fruitbody of a Agaricus bitorquis  fungus.	https://en.wikipedia.org/wiki/Agaricus_bitorquis			agaricus bitorquis | pavement mushroom 																		
http://purl.obolibrary.org/obo/FOODON_03414187	mushroom (fruitbody)	st. george's mushroom	(fruitbody and 'derives from' some 'Calocybe gambosa')		A fruitbody of a Calocybe gambosa fungus.	https://en.wikipedia.org/wiki/Calocybe_gambosa			calocybe gambosa | kishimejizoku 																		
http://purl.obolibrary.org/obo/FOODON_03411637	mushroom (fruitbody)	straw mushroom	(fruitbody and 'derives from' some 'Volvariella volvacea')		A fruitbody of a Volvariella volvacea fungus.	https://en.wikipedia.org/wiki/Volvariella_volvacea			volvariella volvacea | paddy straw mushroom | volvaria volvacea																		
http://purl.obolibrary.org/obo/FOODON_03414549	mushroom (fruitbody)	terracotta hedgehog	(fruitbody and 'derives from' some 'Hydnum rufescens')		A fruitbody of a Hydnum rufescens fungus.	https://en.wikipedia.org/wiki/Hydnum_rufescens			hydnum rufescens																		
http://purl.obolibrary.org/obo/FOODON_03414186	mushroom (fruitbody)	tiger saw-gill	(fruitbody and 'derives from' some 'Lentinus tigrinus')		A fruitbody of a entinus tigrinus  fungus.	https://www.langual.org/langual_thesaurus.asp?termid=B4186&haschildren=False&owner=B1467&openstr=B4553_B1632_B1467_B2035_B1261_B1215_B1564_00000_B4176			lentinus tigrinus | kegawatake																		
http://purl.obolibrary.org/obo/FOODON_03412117	mushroom (fruitbody)	white lepiota	"(fruitbody and 'derives from' some '	Leucoagaricus leucothites')"		A fruitbody of a Leucoagaricus leucothites fungus.	https://en.wikipedia.org/wiki/Leucoagaricus_leucothites			leucoagaricus leucothites | lepiota naucina | leucoagaricus naucinus | smooth lepiota | white dapperling | white agaricus mushroom																		
http://purl.obolibrary.org/obo/FOODON_03414548	mushroom (fruitbody)	wood hedgehog	(fruitbody and 'derives from' some 'Hydnum repandum')		A fruitbody of a Hydnum repandum fungus.	https://en.wikipedia.org/wiki/Hydnum_repandum			hydnum repandum | sweet tooth | hedgehog mushroom | hedgehog | pied de mouton 																		
http://purl.obolibrary.org/obo/FOODON_03414183	mushroom (fruitbody)	yellow brain fungus	(fruitbody and 'derives from' some 'Tremella mesenterica ')		A fruitbody of a Tremella mesenterica  fungus.	https://en.wikipedia.org/wiki/Tremella_mesenterica			 tremella mesenterica | koganenikawatake | yellow brain | golden jelly fungus| yellow trembler																		
FOODON:00003496	rosette	spinach head 	(rosette and ('derives from' some 'Spinacia oleracea'))		A rosette of a spinach plant (Spinacia oleracea)	FoodOn	2020-10-13T06:21:32 AMZ	https://orcid.org/0000-0001-5275-8866	spinach																		
FOODON:00003495	rosette leaf	spinach leaf (whole)	('rosette leaf' and 'derives from' some 'Spinacia oleracea')		A rosette leaf of a spinach plant (Spinacia oleracea)	FoodOn			spinach leaf																		
FOODON:00003497	spinach food product	spinach bundle	('object aggregate' and 'has member' some 'spinach head' and 'has member' only 'spinach head' and 'has quality' some 'food (raw)')		A bundle of raw spinach heads.	FoodOn			spinach bunch																		
FOODON:00003500	rosette leaf	collard leaf (whole)	('rosette leaf' and 'derives from' some 'Brassica oleracea var. viridis')		A rosette leaf of a collard plant (Brassica oleracea var. viridis)	FoodOn	2020-11-11T11:02:45 AMZ	https://orcid.org/0000-0001-5275-8866	collard leaf																		
FOODON:00003498	rosette leaf	mustard leaf (whole)	('rosette leaf' and 'derives from' some 'Brassica juncea')		A rosette leaf of a mustard plant (Brassica juncea)	FoodOn	2020-11-11T11:02:45 AMZ	https://orcid.org/0000-0001-5275-8866	mustard leaf																		
FOODON:00003505	mustard food product	mustard greens bundle	('object aggregate' and 'has member' some 'mustard leaf (whole)' and 'has member' only 'mustard leaf (whole)' and 'has quality' some 'food (raw)')		A bundle of raw mustard leaves.	FoodOn	2020-11-11T11:02:45 AMZ	https://orcid.org/0000-0001-5275-8866	mustard greens bunch																		
http://purl.obolibrary.org/obo/FOODON_00003524	rosette leaf	land cress leaf (whole)	('rosette leaf' and 'derives from' some 'Barbarea verna')		A rosette leaf of a land cress plant (Barbarea verna)	https://en.wikipedia.org/wiki/Barbarea_verna	2020-11-11T11:02:45 AMZ	https://orcid.org/0000-0001-5275-8866	creasy leaf | land cress |American cress | bank cress | black wood cress |Belle Isle cress|Bermuda cress |early yellowrocket| early wintercress| scurvy cress| creasy greens| and upland cress																		
http://purl.obolibrary.org/obo/FOODON_00003526	land cress food product	land cress bundle 	('object aggregate' and 'has member' some 'land cress leaf (whole)' and 'has member' only 'land cress leaf (whole)' and 'has quality' some 'food (raw)')		A bundle of land cress leaves.	https://en.wikipedia.org/wiki/Barbarea_verna	2020-11-11T11:02:45 AMZ	https://orcid.org/0000-0001-5275-8866	creasy greens bunch | land cress bunch																		
FOODON:00003507	rosette	lettuce head	(rosette and 'derives from' some 'Lactuca sativa')		A rosette of a lettuce plant (Lactuca sativa).	FoodOn			lettuce | head lettuce																		
FOODON:00002687	rosette	romaine lettuce head	(rosette and 'derives from' some 'Lactuca sativa var. longifolia')		A rosette of a romaine lettuce plant (Lactuca sativa var. longifolia).	FoodOn			cos lettuce																		
FOODON:00003513	plant leaf vegetable food product	living lettuce			A whole lettuce plant with cleaned root system	FoodOn																					
FOODON:00003423	rosette leaf	lettuce leaf (whole)	('rosette leaf' and 'derives from' some 'Lactuca sativa')		A rosette leaf of a lettuce plant (Lactuca sativa).	FoodOn	2020-09-09T15:53:41Z	http://orcid.org/0000-0002-8844-9165	lettuce								IAO:0000122										
FOODON:00003406	rosette	cabbage head	(rosette  and 'derives from' some 'Brassica oleracea var. capitata')		A rosette of a cabbage plant (Brassica oleracea var. capitata).	FoodOn	2020-09-09T07:20:47Z	http://orcid.org/0000-0002-8844-9165	cabbage								IAO:0000122										
FOODON:00003514	rosette leaf	cabbage leaf (whole)	('rosette leaf' and 'derives from' some 'Brassica oleracea var. capitata')		A rosette leaf of a cabbage plant (Brassica oleracea var. capitata)	FoodOn	2020-11-11T11:02:45 AMZ	https://orcid.org/0000-0001-5275-8866	cabbage leaf																		
http://purl.obolibrary.org/obo/FOODON_00003530	chard food product	chard leaf (whole)	('rosette leaf' and 'derives from' some 'Beta vulgaris subsp. vulgaris')		A rosette leaf of a chard plant (Beta vulgaris subsp. vulgaris).	FoodOn	2020-11-11T11:02:45 AMZ	https://orcid.org/0000-0001-5275-8866	chard leaf | swiss chard leaf																		
http://purl.obolibrary.org/obo/FOODON_00003531	chard food product	chard bundle	('object aggregate' and 'has member' some 'chard leaf (whole)' and 'has member' only 'chard leaf (whole)' and 'has quality' some 'food (raw)')		A bundle of raw chard leaves.	FoodOn	2020-11-11T11:02:45 AMZ	 https://orcid.org/0000-0001-5275-8866	chard bunch | swiss chard bunch																		
FOODON:00003442	rosette leaf	siberian kale leaf (whole)	('rosette leaf' and 'derives from' some 'Brassica napus var. pabularia')		A 'rosette leaf' of a siberian kale plant (Brassica napus var. pabularia).	FoodOn	2020-09-10T04:47:48Z	http://orcid.org/0000-0002-8844-9165	siberian kale leaf								IAO:0000122										
http://purl.obolibrary.org/obo/FOODON_00003532	kale vegetable food product	siberian kale bundle	('object aggregate' and 'has member' some 'siberian kale leaf (whole)' and 'has member' only 'siberian kale leaf (whole)'  and 'has quality' some 'food (raw)')		A bundle of raw siberian kale leaves.	FoodOn	2020-11-11T11:02:45 AMZ	https://orcid.org/0000-0001-5275-8866	siberian kale bunch																		
FOODON:00003504	rosette	collard head	(rosette and 'derives from' some 'Brassica oleracea var. viridis')		A rosette of a collard plant (Brassica oleracea var. viridis)	FoodOn	2020-11-11T11:02:45 AMZ	https://orcid.org/0000-0001-5275-8866	collard																		
FOODON:00003503	collard vegetable food product	collard greens bundle	('object aggregate' and 'has member' some 'collard head' and 'has member' only 'collard head'  and 'has quality' some 'food (raw)')		A bundle of raw collard heads.	FoodOn	2020-11-11T11:02:45 AMZ	https://orcid.org/0000-0001-5275-8866	collard greens bunch 																		
http://purl.obolibrary.org/obo/FOODON_00003533	rosette leaf	turnip leaf (whole)	(rosette and 'derives from' some 'Brassica rapa subsp. rapa')		A rosette leaf of a turnip greens plant (Brassica rapa subsp. rapa).	FoodOn	2020-10-21T11:06:27 AMZ	https://orcid.org/0000-0001-5275-8866	turnip leaf																		
http://purl.obolibrary.org/obo/FOODON_03301852	turnip vegetable food product	turnip greens bundle	('object aggregate'  and 'has member' some 'turnip leaf (whole)' and 'has member' only 'turnip leaf (whole)' and 'has quality' some 'food (raw)')		A bundle of raw turnip leaves.	FoodOn	2020-11-11T11:02:45 AMZ		turnip greens bunch																		
FOODON:00003501	rosette leaf	kale leaf (whole) 		('rosette leaf' and 'derives from' some 'Brassica oleracea' and 'derives from' only 'Brassica oleracea')	A rosette leaf of a kale plant (Brassica oleracea var. sabellica)	FoodOn	2020-11-11T11:02:45 AMZ	https://orcid.org/0000-0001-5275-8866	kale, leaf cabbage																		
FOODON:00003506	kale vegetable food product	kale greens bundle	('object aggregate' and 'has member' some 'kale leaf (whole)' and 'has member' only 'kale leaf (whole)'  and 'has quality' some 'food (raw)')		A bundle of raw kale leaves.	FoodOn	2020-11-11T11:02:45 AMZ	https://orcid.org/0000-0001-5275-8866	kale greens bunch 																		
FOODON:00003459	fruit multiple	pineapple (whole)	('fruit multiple' and 'derives from' some 'Ananas comosus')		A fruit multiple from a pineapple tree (Ananas comosus).	FoodOn		http://orcid.org/0000-0002-8844-9165									IAO:0000122										
http://purl.obolibrary.org/obo/FOODON_00003457	fruit multiple	jackfruit (whole)	('fruit multiple' and 'derives from' some 'Artocarpus heterophyllus')		A fruit multiple of a jackfruit tree (Artocarpus heterophyllus).	FoodOn	2020-10-19T12:08:30 AMZ	https://orcid.org/0000-0001-5275-8866	jackfruit | jacktree																		
http://purl.obolibrary.org/obo/FOODON_00003266	fruit multiple	fig (whole)	('fruit multiple' and 'derives from' some 'Ficus carica')		A fruit multiple of a fig plant (Ficus carica).	FoodOn	2020-10-30T11:23:00 PMZ	https://orcid.org/0000-0001-5275-8866	fig | common fig																		
FOODON:00003476	drupe fruit	apricot (whole)	('drupe fruit' and 'derives from' some 'Prunus armeniaca')		A drupe fruit of an apricot tree (Prunus armeniaca).	FoodOn	2020-10-13T05:48:32 AMZ	https://orcid.org/0000-0001-5275-8866	apricot								IAO:0000122										
FOODON:00003478	drupe fruit	cherry (whole)		('drupe fruit' and 'derives from' some 'Prunus' and 'derives from' only 'Prunus')	An edible drupe fruit of a cherry plant (Prunus).	FoodOn	2020-10-13T05:48:32 AMZ	https://orcid.org/0000-0001-5275-8866	cherry								IAO:0000122										
FOODON:00003413	cherry (whole)	sweet cherry (whole)	('drupe fruit' and 'derives from' some 'Prunus avium')		A drupe fruit of a sweet cherry plant (Prunus avium).	FoodOn	2020-11-12T12:43:23Z	https://orcid.org/0000-0001-5275-8866	sweet cherry								IAO:0000122										
http://purl.obolibrary.org/obo/FOODON_00003534	cherry (whole)	sour cherry (whole)	('drupe fruit' and 'derives from' some 'Prunus cerasus')		A drupe fruit of a sour cherry plant (Prunus cerasus)																						
FOODON:03315502	drupe fruit	peach (whole)	('drupe fruit' and 'derives from' some 'Prunus persica')		A drupe fruit of a peach tree (Prunus persica)	FoodOn	2020-10-13T05:48:32 AMZ	https://orcid.org/0000-0001-5275-8866	peach								IAO:0000122										
FOODON:00003481	peach (whole)	clingstone peach (whole)			A peach with a pit that clings to the pulp of the fruit.	FoodOn	2020-10-13T05:48:32 AMZ	https://orcid.org/0000-0001-5275-8866	clingstone peach																		
FOODON:00003482	peach (whole)	freestone peach (whole)			A peach with a pit that is easily seperable from its fruit pulp.	FoodOn	2020-10-13T05:48:32 AMZ	https://orcid.org/0000-0001-5275-8866	freestone peach																		
	freestone peach (whole)	snow white peach (whole)			A white fleshed freestone peach with from a snow white peach tree (Prunus persica).	https://www.gurneys.com/product/snow-white-peach-tree																					
FOODON:00003483	drupe fruit	plum (whole)		('drupe fruit' and 'derives from' some  'Prunus' and 'derives from' only 'Prunus')	A drupe fruit of a plum plant (Prunus subg. Prunus).	FoodOn	2020-10-13T05:48:32 AMZ	https://orcid.org/0000-0001-5275-8866	plum																		
http://purl.obolibrary.org/obo/FOODON_00003535	plum (whole)	blue plum (whole)		 'has quality' some 'blue skin' 	A blue-fleshed drupe fruit of a plum plant.	https://leafyplace.com/types-of-plums/	2020-10-20T12:40:23 PMZ	https://orcid.org/0000-0001-5275-8866	blue plum																		
http://purl.obolibrary.org/obo/FOODON_00003536	plum (whole)	purple plum (whole)		 'has quality' some 'purple skin' 	A purple-fleshed drupe fruit of a plum plant	https://leafyplace.com/types-of-plums/	2020-10-20T12:28:11 PMZ	https://orcid.org/0000-0001-5275-8866	purple plum																		
http://purl.obolibrary.org/obo/FOODON_03301721	drupe fruit	prune (whole)		('drupe fruit' and 'has quality' only 'food (dried)' and 'derives from' some 'Prunus')	A dried drupe fruit of a plum plant (Prunus subg. Prunus)	FoodOn	2020-11-04T01:03:54 PMZ	https://orcid.org/0000-0001-5275-8866	prune | dried plums																		
http://purl.obolibrary.org/obo/FOODON_00003099	drupe fruit	lychee (whole)	('drupe fruit' and 'derives from' some 'Litchi chinensis')		A drupe fruit of a lychee tree (Litchi chinensis) .	https://www.scienceofcooking.com/food-encyclopedia/lychee.htm	2020-10-23T9:33:06 PMZ	https://orcid.org/0000-0001-5275-8866	lychee | litchi | lichi																		
http://purl.obolibrary.org/obo/FOODON_03317509	drupe fruit	olive (whole)	('drupe fruit' and 'derives from' some 'Olea europaea')		A drupe fruit of an olive tree (Olea europaea).	https://en.wikipedia.org/wiki/Olive	2020-10-20T06:10:56 PMZ	https://orcid.org/0000-0001-5275-8866	olive																		
http://purl.obolibrary.org/obo/FOODON_00003025	olive (whole)	black olive (whole)			A fully mature black/purple/brown colored drupe fruit of an olive tree (Olea europaea).	https://en.wikipedia.org/wiki/Olive	2020-10-19T03:54:19 PMZ	https://orcid.org/0000-0001-5275-8866	black olive | ripe olive																		
http://purl.obolibrary.org/obo/FOODON_00003538	drupe fruit	mango (whole)	('drupe fruit' and 'derives from' some 'Mangifera indica')		A drupe fruit of a mango tree (Mangifera indica).	https://en.wikipedia.org/wiki/Papaya	2020-10-19T10:21:26 PMZ	https://orcid.org/0000-0001-5275-8866	mango																		
FOODON:00003486	pepo fruit	pumpkin (whole)		('pepo fruit' and 'derives from' some 'Cucurbita pepo')	An orange-yellow pepo fruit varietal of the Cucurbita pepo species.	FoodOn	2020-10-14T01:29:01 AMZ 	https://orcid.org/0000-0001-5275-8866	squash | winter squash																		
http://purl.obolibrary.org/obo/FOODON_00003539	pepo fruit	squash (whole)		('pepo fruit' and 'derives from' some 'Cucurbita pepo')	A pepo fruit varietal of a squash plant (Cucurbita pepo).	https://en.wikipedia.org/wiki/Cucurbita	2020-10-20T12:01:59 PMZ	https://orcid.org/0000-0001-5275-8866	squash | pumpkin |  gourd																		
http://purl.obolibrary.org/obo/FOODON_00003540	pepo fruit	papaya (whole)	('pepo fruit' and 'derives from' some 'Carica papaya')		A pepo fruit of a papaya tree (Carica papaya).	https://en.wikipedia.org/wiki/Papaya	2020-10-19T10:09:55 PMZ	https://orcid.org/0000-0001-5275-8866	papaya | papaw | pawpaw 																		
FOODON:00003041	pome fruit	pear (whole)		('pome fruit' and 'derives from' some 'Pyrus' and 'derives from' only 'Pyrus')	A pome fruit of a pear tree (Pyrus).	FoodOn	2020-10-14T02:25:28 AMZ 	https://orcid.org/0000-0001-5275-8866	pear																		
http://purl.obolibrary.org/obo/FOODON_00003541	berry fruit	blueberry (whole)	('berry fruit' and 'derives from' some 'blueberry plant')	('berry fruit' and 'derives from' some 'Vaccinium' and 'derives from' only 'Vaccinium')	A berry fruit of a blueberry plant (Vaccinium sect. Cyanococcus).	https://en.wikipedia.org/wiki/Blueberry	2020-10-19T03:43:49 PMZ	https://orcid.org/0000-0001-5275-8866	blueberry																		
http://purl.obolibrary.org/obo/FOODON_00003542	berry fruit	lingonberry (whole)	('berry fruit' and 'derives from' some 'Vaccinium vitis-idaea')		A berry fruit of a lingonberry plant (Vaccinium vitis-idaea).	FoodOn	2020-10-19T12:24:27 AMZ	https://orcid.org/0000-0001-5275-8866	lingonberry | partridgeberry | mountain cranberry | cowberry																		
http://purl.obolibrary.org/obo/FOODON_00003543	berry fruit	gooseberry (whole)	('berry fruit' and 'derives from' some 'Ribes uva-crispa')		A berry fruit of a gooseberry plant (Ribes uva-crispa).	https://www.sciencedirect.com/topics/biochemistry-genetics-and-molecular-biology/gooseberry	2020-10-23T1:45:15 PMZ	https://orcid.org/0000-0001-5275-8866	gooseberry | european gooseberry																		
http://purl.obolibrary.org/obo/FOODON_00003544	berry fruit	huckleberry (whole)		('berry fruit' and 'derives from' some 'Vaccinium' and 'derives from' some 'Gaylussacia')	A berry fruit of a huckleberry plant.	https://en.wikipedia.org/wiki/Huckleberry	2020-10-23T1:52:23 PMZ	https://orcid.org/0000-0001-5275-8866	huckleberry																		
FOODON:00003520	berry fruit	pepper (whole)	('berry fruit' and 'derives from' some 'Capsicum')		A berry fruit of a pepper plant (Capsicum)	https://www.britannica.com/plant/pepper-plant-Capsicum-genus	2020-10-14T02:39:11 AMZ 	https://orcid.org/0000-0001-5275-8866	pepper | peppers																		
http://purl.obolibrary.org/obo/FOODON_00003545	pepper (whole)	hot pepper (whole)		('berry fruit' and 'derives from' some 'Capsicum annuum' and 'derives from' only 'Capsicum annuum')	A berry fruit of a hot pepper plant.																						
http://purl.obolibrary.org/obo/FOODON_00003494	hot pepper (whole)	jalapeno pepper (whole)	('berry fruit' and 'derives from' some 'jalapeno pepper plant')		A berry fruit of a jalapeno pepper plant (Capsicum annuum).	FoodOn	2020-10-19T03:07:01 PMZ	https://orcid.org/0000-0001-5275-8866	jalapeno pepper																		
FOODON:00003484	pepper (whole)	pimiento (whole)	('berry fruit' and 'derives from' some 'pimiento pepper plant')	('berry fruit' and 'derives from' some 'Capsicum annuum'and 'derives from' only 'Capsicum annuum')	A berry fruit of a pimiento pepper plant (Capsicum annuum).	FoodOn	2020-10-13T09:06:01 AMZ 	https://orcid.org/0000-0001-5275-8866	pimento | cherry pepper																		
http://purl.obolibrary.org/obo/FOODON_00003546	pepper (whole)	bell pepper (whole)	('berry fruit' and 'derives from' some 'bell pepper plant')	('berry fruit' and 'derives from' some 'Capsicum annuum'and 'derives from' only 'Capsicum annuum')	A berry fruit in the Grossum cultivar group of a bell pepper plant (Capsicum annuum)				bell pepper | sweet pepper | pepper | capsicum 																		
FOODON:00003485	bell pepper (whole)	sweet red bell pepper (whole)	('berry fruit' and 'derives from' some 'red bell pepper plant')		A ripened red colored berry fruit of a bell pepper plant cultivar. 	FoodOn	2020-10-14T12:37:01 AMZ 	https://orcid.org/0000-0001-5275-8866	sweet red bell pepper | bell pepper |  sweet pepper | pepper | capsicum																		
http://purl.obolibrary.org/obo/FOODON_00003547	bell pepper (whole)	sweet green bell pepper (whole)	('berry fruit' and 'derives from' some 'green bell pepper plant')		An immature green colored berry fruit of a bell pepper plant cultivar. 	FoodOn	2020-10-14T07:08:14 PMZ	https://orcid.org/0000-0001-5275-8866	sweet green pepper | bell pepper |  sweet pepper | pepper | capsicum																		
http://purl.obolibrary.org/obo/FOODON_00003548	bell pepper (whole)	sweet yellow bell pepper (whole)	('berry fruit' and 'derives from' some 'yellow bell pepper plant')		A mature yellow colored berry fruit of a bell pepper plant cultivar. 				sweet yellow pepper | bell pepper | capsicum |pepper |sweet pepper 																		
http://purl.obolibrary.org/obo/FOODON_00003550	bell pepper (whole)	sweet orange bell pepper (whole)	('berry fruit' and 'derives from' some 'orange bell pepper plant')		A mature orange colored berry fruit of a bell pepper plant cultivar. 				sweet orange pepper | bell pepper | capsicum |pepper |sweet pepper 																		
FOODON:00003458	stem	asparagus spear (whole)	('stem' and 'derives from' some 'Asparagus officinalis')		A stem of an asparagus plant (Asparagus officinalis)	FoodOn	2020-10-13T05:48:32 AMZ	https://orcid.org/0000-0001-5275-8866	asaparagus																		
http://purl.obolibrary.org/obo/FOODON_00003551	asparagus spear (whole)	green asparagus spear (whole)			A green-colored spear of a green asparagus plant.				garden asparagus																		
http://purl.obolibrary.org/obo/FOODON_00003552	asparagus spear (whole)	white asparagus spear (whole)			A white-colored spear of a white asparagus plant which grows underground, without chlorophyll.	FoodOn	2020-10-21T05:37:26 PMZ	https://orcid.org/0000-0001-5275-8866	white asparagus | edible ivory |white gold asparagus | royal vegetable																		
http://purl.obolibrary.org/obo/FOODON_00003553	asparagus spear (whole)	purple asparagus spear (whole)			A purple-colored spear of a purple asparagus plant.	https://en.wikipedia.org/wiki/Asparagus	2020-11-13T11:43:36 PMZ	https://orcid.org/0000-0001-5275-8866	purple asparagus																		
http://purl.obolibrary.org/obo/FOODON_00003324	hesperidium fruit	citrus fruit (whole)	('hesperidium fruit' and 'derives from' some 'Citrus')		A hesperidium fruit of a citrus plant (Citrus).	FoodOn	2020-10-20T06:54:39 PMZ	https://orcid.org/0000-0001-5275-8866	citrus fruit																		
